id,sno,state,district,factly_nam,category,type,facility_i,iso_minus_,iso_confm_,iso_suspec,o2suported,total_icu,ventilator,o2_manifol,ppe,n95,bio_med_wa,address,result_num,status,formatted_,place_id,location_t,lat,long,row_number,layer,path,faclty_nam,date
2442,2442,Maharashtra,AMRAVATI,,DCCC,Other than Hospital,32278,50,50,0,0,0,0,0,50,150,1,,0,OK,"Congress Nagar, Shyam Nagar, Amravati, Maharashtra, India",ChIJE3j4g5Ck1jsRApAxDg1FYkw,APPROXIMATE,20.9255742,77.7770342,,,,"Home Guard Congress Nagar
Amravati",15th September 2020
2289,2289,Maharashtra,SOLAPUR,,DCCC,Other than Hospital,32526,50,35,15,0,0,0,0,200,400,1,,0,OK,"17, Alipur Rd, Jijau Nagar, Krantisingha Nagar, Barshi, Maharashtra 413401, India",ChIJUbXlbwZVxDsRLr2CUg7akI0,ROOFTOP,18.230101,75.6802899,,,,"Renuka Mangal Karyalaya, Alipur
Road, Barshi",15th September 2020
6,6,Maharashtra,RATNAGIRI,Pedhambe CCC,DCCC,Other than Hospital,27828,80,40,40,0,0,0,0,40,50,1,Pedhambe CCC RATNAGIRI Maharashtra,0,OK,"Pedhambe, Maharashtra 415603, India",ChIJoWKIJMMEwjsRU2Txrl5j_6Y,APPROXIMATE,17.4952674,73.6147475,,,,,15th September 2020
8,8,Maharashtra,PUNE,Pimpri Chinchwad College of Polytecnic (PCCOE),DCCC,Other than Hospital,27188,280,180,100,0,0,0,0,500,650,1,Pimpri Chinchwad College of Polytecnic (PCCOE) PUNE Maharashtra,0,OK,"Near, Akurdi Railway Station Road, Nigadi Rd, Sector No. 26, Pradhikaran, Nigdi, Pimpri-Chinchwad, Maharashtra 411044, India",ChIJBaKPbOe5wjsR_TRXkTEBIRs,GEOMETRIC_CENTER,18.6517288,73.7616398,,,,,15th September 2020
18,18,Maharashtra,THANE,"Hotel Capitol, Majiwada",DCCC,Other than Hospital,27665,50,50,0,0,0,0,0,1000,1500,1,"Hotel Capitol, Majiwada THANE Maharashtra",0,OK,"G.B. Road, Junction, Subhash Nagar, Majiwada, Thane, Maharashtra 400601, India",ChIJ86SfIES55zsRYgzIUlgFN7w,GEOMETRIC_CENTER,19.215306,72.9774634,,,,,15th September 2020
21,21,Maharashtra,SINDHUDURG,ITI Dodamarg,DCCC,Other than Hospital,27323,50,20,30,0,0,0,0,5,10,1,ITI Dodamarg SINDHUDURG Maharashtra,0,OK,"SH130, Kasai, Maharashtra 416512, India",ChIJq6qqqh6RvzsR2iZy59JxINE,GEOMETRIC_CENTER,15.6834088,73.9743332,,,,,15th September 2020
25,25,Maharashtra,SOLAPUR,"BHRAHMADEV DADA MANE, INSTITUTE OF TECHNOLOGY",DCCC,Other than Hospital,27208,180,144,36,0,0,0,0,500,1000,1,"BHRAHMADEV DADA MANE, INSTITUTE OF TECHNOLOGY SOLAPUR Maharashtra",0,OK,"Solapur, South Sadar Bazar, Jawaharlal Housing Society, Keshav Nagra, Solapur, Maharashtra 413007, India",ChIJLyiuq9XTxTsR7DuzTQ8iA0k,GEOMETRIC_CENTER,17.6599188,75.9063906,,,,,15th September 2020
26,26,Maharashtra,MUMBAI,"KORBA MITHAGAR
 MUNICIPAL SCHOOL- WADALA",DCCC,Other than Hospital,27302,100,100,0,0,0,0,0,100,100,1,"KORBA MITHAGAR
 MUNICIPAL SCHOOL- WADALA MUMBAI Maharashtra",0,OK,"Lal Bahadur Shastri Nagar, Wadala, Mumbai, Maharashtra 400037, India",ChIJqXddWj3P5zsRSFNorgpQwok,GEOMETRIC_CENTER,19.0153347,72.8641978,,,,,15th September 2020
28,28,Maharashtra,SOLAPUR,"VIDYA VIKAS
 PRATISHTHAN POLYTECHNIC,
 SOREGAON",DCCC,Other than Hospital,27207,150,70,80,0,0,0,0,300,500,1,"VIDYA VIKAS
 PRATISHTHAN POLYTECHNIC,
 SOREGAON SOLAPUR Maharashtra",0,OK,"Gat No. 72/2B, Dongaon Rd, Soregaon, Solapur, Maharashtra 413008, India",ChIJV1VVVaHQxTsRce0OR56OzIY,GEOMETRIC_CENTER,17.6022206,75.8777971,,,,,15th September 2020
2064,2064,Maharashtra,PALGHAR,st george college Vasai Gramin,DCCC,Other than Hospital,28543,100,50,50,0,0,0,0,10,50,1,st george college Vasai Gramin PALGHAR Maharashtra,0,OK,"Vasai-Virar, Maharashtra, India",ChIJe1jBa5Wu5zsRRVGqS6lTT4Y,APPROXIMATE,19.3919275,72.8397317,,,,,15th September 2020
36,36,Maharashtra,MUMBAI,NIRAMAY SEVA FOUNDATION (NGO),DCCC,Other than Hospital,27776,45,45,0,0,0,0,0,50,50,1,NIRAMAY SEVA FOUNDATION (NGO) MUMBAI Maharashtra,0,OK,"16/B, Krishna Niwas, Dr Baba Saheb Ambedkar Rd, Hindmata, Radhika Saikripa Co-op Society, Naigaon, Mumbai, Maharashtra 400014, India",ChIJZRR4qufO5zsRRUwE56zgCTw,GEOMETRIC_CENTER,19.010147,72.8427531,,,,,15th September 2020
38,38,Maharashtra,MUMBAI,DEEPAVAN - KHAR,DCCC,Other than Hospital,27770,22,22,0,0,0,0,0,50,50,1,DEEPAVAN - KHAR MUMBAI Maharashtra,0,OK,"540, 17th Rd, Khar, Khar West, Mumbai, Maharashtra 400052, India",ChIJuYzCkgzJ5zsRA5ihySTetV8,ROOFTOP,19.0734359,72.8300019,,,,,15th September 2020
39,39,Maharashtra,MUMBAI,NESCO,DCCC,Other than Hospital,27773,285,285,0,285,0,0,0,0,0,1,NESCO MUMBAI Maharashtra,0,OK,"NESCO, Goregaon, Mumbai, Maharashtra 400063, India",ChIJ6Wdx9Mq35zsRO5YzTxgtpro,APPROXIMATE,19.150269,72.8530249,,,,,15th September 2020
40,40,Maharashtra,NASHIK,SAMAJ KALYAN HOSTEL,DCCC,Other than Hospital,27190,500,200,300,0,0,0,0,1000,996,1,SAMAJ KALYAN HOSTEL NASHIK Maharashtra,0,OK,"Adgaon, Nashik, Maharashtra 422207, India",ChIJl0UuQpPB3TsRKbRD2c16itE,GEOMETRIC_CENTER,20.0383384,73.8667471,,,,,15th September 2020
51,51,Maharashtra,AMRAVATI,"Dr Panjabrao
 Memorial Medical College Hostel",DCCC,Other than Hospital,27522,100,50,50,0,0,0,0,30,50,1,"Dr Panjabrao
 Memorial Medical College Hostel AMRAVATI Maharashtra",0,OK,"Panchvati Square, Morshi Rd, Kanta Nagar, Amravati, Maharashtra 444603, India",ChIJD_9BxWaj1jsRgPa3GNE7aPk,GEOMETRIC_CENTER,20.944872,77.7728837,,,,,15th September 2020
2077,2077,Maharashtra,PUNE,"RakshakNagar Stadium, Kharadi",DCCC,Other than Hospital,22613,90,45,45,0,0,0,0,89,73,1,"RakshakNagar Stadium, Kharadi PUNE Maharashtra",0,OK,"411014, Kharadi Gaon, Kharadi, Pune, Maharashtra 411014, India",ChIJFekIN9DDwjsRAbEo85wreVE,GEOMETRIC_CENTER,18.5468853,73.9464688,,,,,15th September 2020
3037,3037,Maharashtra,OSMANABAD,,DCHC,Govt Hospitals,34113,40,20,20,0,0,0,0,10,10,1,,0,OK,"Murum Rural, Maharashtra 413605, India",ChIJx5cD6GlYzzsRyvj7FsIxX4s,APPROXIMATE,17.7903838,76.4765519,,,,RH Murum,15th September 2020
57,57,Maharashtra,THANE,TMC: Hotel Raj Residency,DCCC,Other than Hospital,27655,40,40,0,0,0,0,0,800,1200,1,TMC: Hotel Raj Residency THANE Maharashtra,0,OK,"Hotel raj residency opp Kalpataru paramount, Balkum Naka, Balkum Pada, Majiwada, Thane, Maharashtra 400608, India",ChIJQX-_4E255zsR_bRTwHtAwvg,GEOMETRIC_CENTER,19.2207619,72.9877435,,,,,15th September 2020
60,60,Maharashtra,SINDHUDURG,"Jawahar Navodaya
 Vidhyalay,Sangeli Sawantwadi",DCCC,Other than Hospital,27314,50,20,30,0,0,0,0,5,10,1,"Jawahar Navodaya
 Vidhyalay,Sangeli Sawantwadi SINDHUDURG Maharashtra",0,OK,"Sawarwad,, Sawantwadi Road, Sawantwadi, Maharashtra 416531, India",ChIJ61XHqlp0wDsReGofRVT65Us,GEOMETRIC_CENTER,15.9737276,73.919642,,,,,15th September 2020
61,61,Maharashtra,THANE,"TMC: Sharanam
 Hotel, Ramkrishna Nagar",DCCC,Other than Hospital,27657,50,50,0,0,0,0,0,1000,1500,1,"TMC: Sharanam
 Hotel, Ramkrishna Nagar THANE Maharashtra",0,OK,"Eastern Express Highway, Service Road, near New R.T.O, opp. Ramkrishan Nagar, Louis Wadi, Thane West, Thane, Maharashtra 400604, India",ChIJC2qbwRW55zsR2V8DSbJ14dM,GEOMETRIC_CENTER,19.1917176,72.9625259,,,,,15th September 2020
63,63,Maharashtra,MUMBAI,POLICE GYMKHANA,DCCC,Other than Hospital,27280,50,50,0,0,0,0,0,100,100,1,POLICE GYMKHANA MUMBAI Maharashtra,0,OK,"473, N S Road, Marine Drive, Near Taraporawala Aquarium, Girgaon, Mumbai, Maharashtra 400002, India",ChIJz1MhwRvO5zsRseu3VY4uFHg,GEOMETRIC_CENTER,18.949071,72.8204289,,,,,15th September 2020
64,64,Maharashtra,SINDHUDURG,Polytechnic College Malvan,DCCC,Other than Hospital,27318,50,20,30,0,0,0,0,5,10,1,Polytechnic College Malvan SINDHUDURG Maharashtra,0,OK,"Malvan, Maharashtra 416606, India",ChIJa7wR6uoCwDsRYO9sKZ2vT0E,GEOMETRIC_CENTER,16.045572,73.491196,,,,,15th September 2020
359,359,Maharashtra,LATUR,Patil Hospital,DCHC,Private Hospitals,15285,49,25,24,20,1,1,1,10,10,1,Patil Hospital LATUR Maharashtra,,,,ChIJN3JMOZaDzzsRgUIHuP6ANL0,,18.399695,76.579542,491,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
2149,2149,Maharashtra,NASHIK,DCCC Wadalagaon,DCCC,Hospital,30194,40,0,40,0,0,0,0,20,20,1,DCCC Wadalagaon NASHIK Maharashtra,0,OK,"Wadala Gaon, Nashik, Maharashtra, India",ChIJU4UNgdjq3TsRQ4eCJRNc00c,APPROXIMATE,19.9683122,73.7933809,,,,,15th September 2020
2150,2150,Maharashtra,NASHIK,DCCC Gangapur,DCCC,Hospital,30195,40,0,40,0,0,0,0,149,75,1,DCCC Gangapur NASHIK Maharashtra,0,OK,"Gangapur, Nashik, Maharashtra, India",ChIJAZJJHTDs3TsRCmx5uEzKdTg,APPROXIMATE,20.0312504,73.7095365,,,,,15th September 2020
1981,1981,Maharashtra,NANDED,"Aasha Hospital, Kabra nagar road, Nanded.",DCH,Private Hospitals,26366,20,10,10,20,10,2,1,20,20,1,"Aasha Hospital, Kabra nagar road, Nanded. NANDED Maharashtra",0,OK,"Nanded,, Yashovihar, Nanded, Maharashtra 431602, India",ChIJ5-pVz4bW0TsRwtnfcQHtU_A,GEOMETRIC_CENTER,19.1753199,77.2929545,,new_facilities_31may_geocoded,/home/asmita/Downloads/covid_github/Update_shpfile-master/covid/new_facilities_31may_geocoded.shp,,15th September 2020
1975,1975,Maharashtra,MUMBAI,HE1 Hotel Sai Inn,DCCC,Other than Hospital,25213,24,0,24,0,0,0,0,0,0,1,HE1 Hotel Sai Inn MUMBAI Maharashtra,0,OK,"6 6, Nehru Rd, TPS III, Sen Nagar, Santacruz East, Mumbai, Maharashtra 400055, India",ChIJpaIqbwfJ5zsRasmaJ-k9XRU,ROOFTOP,19.0806378,72.8423944,,new_facilities_31may_geocoded,/home/asmita/Downloads/covid_github/Update_shpfile-master/covid/new_facilities_31may_geocoded.shp,,15th September 2020
1997,1997,Maharashtra,NASHIK,"Mahaveer REsident School,Lasalgaon",DCCC,Other than Hospital,26251,25,0,25,0,0,0,0,5,0,1,"Mahaveer REsident School,Lasalgaon NASHIK Maharashtra",0,OK,"Lasalgaon, Maharashtra 422306, India",ChIJA81kHsMy3DsRZENMDkYbQns,GEOMETRIC_CENTER,20.1485323,74.2382723,,new_facilities_31may_geocoded,/home/asmita/Downloads/covid_github/Update_shpfile-master/covid/new_facilities_31may_geocoded.shp,,15th September 2020
2152,2152,Maharashtra,NASHIK,"DCCC DHATRAK
 PHATA",DCCC,"Other than
 Hospital",30197,200,100,100,0,0,0,0,100,100,1,"DCCC DHATRAK
 PHATA NASHIK Maharashtra",0,OK,"Dhatrak Phata, Balram Nagar, Nashik, Maharashtra 422207, India",ChIJQxp-qXbq3TsRW1kT6pLHwGo,APPROXIMATE,20.0236368,73.8362591,,,,,15th September 2020
2155,2155,Maharashtra,PALGHAR,Boys hostel palghar,DCCC,"Other than
 Hospital",29855,30,20,10,0,0,0,0,10,20,1,Boys hostel palghar PALGHAR Maharashtra,0,OK,"10, Chintupada Rd, Bachu Bhai Dube Industrial Estate, Udhyog Nagar, Palghar, Maharashtra 401404, India",ChIJSb_xeNoc5zsRe3b9do5DWBk,ROOFTOP,19.6839238,72.7653537,,,,,15th September 2020
2353,2353,Maharashtra,OSMANABAD,,DCCC,Other than Hospital,34119,100,50,50,0,0,0,0,0,0,1,,0,OK,"Osmanabad, Maharashtra 413501, India",ChIJk6bJiSuixTsRvO6_2K2H7Io,APPROXIMATE,18.185332,76.0419642,,,,Polytechnic Girls Hostel Second Year Old Building Osmanabad,15th September 2020
2173,2173,Maharashtra,DHULE,"Adhivashi Boys
 Hostel Ambapur Tal. Sakri",DCCC,Other than Hospital,30240,80,40,40,0,0,0,0,20,50,1,"Adhivashi Boys
 Hostel Ambapur Tal. Sakri DHULE Maharashtra",0,OK,"Sharda Nagar, Bhoi Society, Dhule, Maharashtra 424005, India",ChIJxYcWdIDF3jsR5EMzx3zLVZ8,GEOMETRIC_CENTER,20.925067,74.780233,,,,,15th September 2020
2174,2174,Maharashtra,DHULE,"Adhivashi Boys Hostel,Shindkheda",DCCC,Other than Hospital,30241,75,40,35,0,0,0,0,20,50,1,"Adhivashi Boys Hostel,Shindkheda DHULE Maharashtra",0,OK,"Sharda Nagar, Bhoi Society, Dhule, Maharashtra 424005, India",ChIJxYcWdIDF3jsR5EMzx3zLVZ8,GEOMETRIC_CENTER,20.925067,74.780233,,,,,15th September 2020
1958,1958,Maharashtra,MUMBAI,RUPAREL COLLEGE HOSTEL,DCCC,Other than Hospital,26894,184,184,0,0,0,0,0,100,100,1,RUPAREL COLLEGE HOSTEL MUMBAI Maharashtra,0,OK,"135, Senapati Bapat Marg, Mahalaxmi Sindhi Colony, Matunga West, Mumbai, Maharashtra 400016, India",ChIJLxfSy9DO5zsRZ2JJu3_v01M,ROOFTOP,19.0259808,72.8455689,,new_facilities_31may_geocoded,/home/asmita/Downloads/covid_github/Update_shpfile-master/covid/new_facilities_31may_geocoded.shp,,15th September 2020
1959,1959,Maharashtra,BEED,ITI hostel beed,DCCC,Other than Hospital,26829,200,140,60,0,0,0,0,10,30,1,ITI hostel beed BEED Maharashtra,0,OK,"Government ITI campus, Beed, Maharashtra 431122, India",ChIJTcBTOpUrxTsRu4cU3NpBMlU,GEOMETRIC_CENTER,18.9947902,75.7421795,,new_facilities_31may_geocoded,/home/asmita/Downloads/covid_github/Update_shpfile-master/covid/new_facilities_31may_geocoded.shp,,15th September 2020
1964,1964,Maharashtra,THANE,"MBMC - Thunga
Hospital",DCH,"Private
Hospitals",26077,24,15,9,10,6,5,1,150,100,1,"MBMC - Thunga
Hospital THANE Maharashtra",0,OK,"Mira Bhayander Road, Mira Road (E), Medetiya Nagar, Queens Park, Mira Road, Thane, Maharashtra 401107, India",ChIJG33ckzew5zsR8Xwx07cn8H4,GEOMETRIC_CENTER,19.2922486,72.8623682,,new_facilities_31may_geocoded,/home/asmita/Downloads/covid_github/Update_shpfile-master/covid/new_facilities_31may_geocoded.shp,,15th September 2020
1969,1969,Maharashtra,PUNE,"Sahyadri Hospital, Nagar Road, Yerwada",DCH,Private Hospitals,26830,84,50,34,56,10,7,1,250,470,1,"Sahyadri Hospital, Nagar Road, Yerwada PUNE Maharashtra",0,OK,"Near Hermes Heritage, Nagar Rd, Hermes Heritage Society Phase 1, Shastrinagar, Yerawada, Pune, Maharashtra 411006, India",ChIJdwmjhrXBwjsR5NVuBvruOwg,GEOMETRIC_CENTER,18.5542577,73.8970961,,new_facilities_31may_geocoded,/home/asmita/Downloads/covid_github/Update_shpfile-master/covid/new_facilities_31may_geocoded.shp,,15th September 2020
2175,2175,Maharashtra,DHULE,"Adhivashi Girls Hostel,Shindkheda",DCCC,Other than Hospital,30242,75,40,35,0,0,0,0,20,50,1,"Adhivashi Girls Hostel,Shindkheda DHULE Maharashtra",0,OK,"Vidyanagari, Deopur, Dhule, Maharashtra 424005, India",ChIJBZ0JEofF3jsR_iVIsGvOb38,GEOMETRIC_CENTER,20.9187066,74.7787666,,,,,15th September 2020
2176,2176,Maharashtra,DHULE,"Mandakini
 Tongaonkar Rotary English School, Shindkheda",DCCC,Other than Hospital,30243,120,60,60,0,0,0,0,20,50,1,"Mandakini
 Tongaonkar Rotary English School, Shindkheda DHULE Maharashtra",0,OK,"Sakri-Dondaicha Rd, Vikharan, Dondaicha, Maharashtra 425408, India",ChIJkSfadCUY3zsRzO0fxVFene4,GEOMETRIC_CENTER,21.3156795,74.5585847,,,,,15th September 2020
2160,2160,Maharashtra,WASHIM,"Govt. SC Boys Hostel,
 Mangrulpir",DCCC,"Other than
 Hospital",30082,100,0,100,0,0,0,0,100,100,1,"Govt. SC Boys Hostel,
 Mangrulpir WASHIM Maharashtra",0,OK,"Mangrulpir, Maharashtra 444403, India",ChIJW6CZv3Ij0TsRX28ww_Gxen0,GEOMETRIC_CENTER,20.2991888,77.3338976,,,,,15th September 2020
2161,2161,Maharashtra,AMRAVATI,"BC Govt.Girls
 Hostel,Chandur rly",DCCC,"Other than
 Hospital",16575,100,100,0,0,0,0,0,30,30,1,"BC Govt.Girls
 Hostel,Chandur rly AMRAVATI Maharashtra",0,OK,"British Columbia, Canada",ChIJr2prqsdmelMR-fHnN-lBG4g,APPROXIMATE,53.7266683,-127.6476205,,,,,15th September 2020
2167,2167,Maharashtra,DHULE,"ITI College
 Hostel,Dhule",DCCC,"Other than
 Hospital",30248,80,40,40,0,0,0,0,20,50,1,"ITI College
 Hostel,Dhule DHULE Maharashtra",0,OK,"59, Sakri Rd, Shiv Sagar Park Society, Sakri Rd, Shiv Sagar Park Society, Kumar Nagar, Dhule, Maharashtra 424001, India",ChIJO9-M2LbF3jsR1KIH5_AovSg,ROOFTOP,20.9050177,74.7423982,,,,,15th September 2020
2168,2168,Maharashtra,DHULE,"Adhivashi Ashram
 Shala,Songir",DCCC,"Other than
 Hospital",30249,150,75,75,0,0,0,0,20,50,1,"Adhivashi Ashram
 Shala,Songir DHULE Maharashtra",0,OK,"Songir, Maharashtra 424309, India",ChIJzRYfuVDX3jsRTZPSnjLbnfo,GEOMETRIC_CENTER,21.0772125,74.7873678,,,,,15th September 2020
2169,2169,Maharashtra,MUMBAI,"LIONS COMMUNITY
 HALL",DCCC,"Other than
 Hospital",30261,25,25,0,0,0,0,0,0,0,1,"LIONS COMMUNITY
 HALL MUMBAI Maharashtra",0,OK,"93-B, Garodia Nagar, Ghatkopar East, Mumbai, Maharashtra 400077, India",ChIJbXuTSCXG5zsR_DMPauxepPs,ROOFTOP,19.075461,72.909965,,,,,15th September 2020
2188,2188,Maharashtra,THANE,,DCH,Private Hospitals,30989,40,40,0,40,10,2,1,150,200,1,TMC-Arogyam Multi Specialty Hospital THANE Maharashtra,0,OK,"3, Pant Ram Marathe Path, Daulat Nagar, Thane East, Thane, Maharashtra 400603, India",ChIJK4Vg3Ni45zsRK7NPJ8jf7sg,ROOFTOP,19.184153,72.9767801,,,,TMC-Arogyam Multi Specialty Hospital,15th September 2020
2318,2318,Maharashtra,MUMBAI,,DCH,Private Hospitals,32620,39,39,0,39,17,7,1,600,600,1,,0,OK,"Approach to Ambedkar Garden Bus Stop Chembur Gaothan, Chembur 2nd & 3rd floor Omprakash Arcade, Chembur Gaothan, Chembur, Mumbai, Maharashtra 400071, India",ChIJW6MjQx7G5zsR9_a-ommIidA,GEOMETRIC_CENTER,19.059848,72.9010208,,,,KOLEKAR HOSPITAL,15th September 2020
1987,1987,Maharashtra,THANE,"MBMC - Neptune
Hospital",DCCC,Hospital,26101,8,5,3,8,7,1,1,75,125,1,"MBMC - Neptune
Hospital THANE Maharashtra",0,OK,"Kalyan - Shilphata Rd, Sonar Pada, Dombivli East, Dombivli, Maharashtra 421203, India",ChIJkTLs93eV5zsRE-ugGo0Ey5I,GEOMETRIC_CENTER,19.2009777,73.1032537,,new_facilities_31may_geocoded,/home/asmita/Downloads/covid_github/Update_shpfile-master/covid/new_facilities_31may_geocoded.shp,,15th September 2020
1966,1966,Maharashtra,BEED,samaj kalyan boys school hostel parali,DCCC,Other than Hospital,26835,100,70,30,0,0,0,0,10,30,1,samaj kalyan boys school hostel parali BEED Maharashtra,0,OK,"MSH 2, Shriram Nagar, Kranti Nagar, Beed, Maharashtra 431122, India",ChIJ5-dsT9wqxTsREojbjMLLkFI,GEOMETRIC_CENTER,18.9909042,75.7526388,,new_facilities_31may_geocoded,/home/asmita/Downloads/covid_github/Update_shpfile-master/covid/new_facilities_31may_geocoded.shp,,15th September 2020
1967,1967,Maharashtra,BEED,"samaj kalyan
residencial school parali v",DCCC,Other than Hospital,26836,150,105,45,0,0,0,0,5,15,1,"samaj kalyan
residencial school parali v BEED Maharashtra",0,OK,"MSH 2, Shriram Nagar, Kranti Nagar, Beed, Maharashtra 431122, India",ChIJ5-dsT9wqxTsREojbjMLLkFI,GEOMETRIC_CENTER,18.9909042,75.7526388,,new_facilities_31may_geocoded,/home/asmita/Downloads/covid_github/Update_shpfile-master/covid/new_facilities_31may_geocoded.shp,,15th September 2020
1988,1988,Maharashtra,PUNE,"Astang Ayurved
College ,Pune",DCCC,Hospital,26487,50,20,30,0,0,0,0,0,25,1,"Astang Ayurved
College ,Pune PUNE Maharashtra",0,OK,"2062, Opposite N M V Girls High School Paranjape Chowk, Vijayanagar Colony, Sadashiv Peth, Pune, Maharashtra 411030, India",ChIJM1Dh1wzAwjsROG5z8aFpPt8,GEOMETRIC_CENTER,18.5063354,73.850743,,new_facilities_31may_geocoded,/home/asmita/Downloads/covid_github/Update_shpfile-master/covid/new_facilities_31may_geocoded.shp,,15th September 2020
1977,1977,Maharashtra,PUNE,"Symbiosis Infotech Campus, Hinjwadi",DCCC,Other than Hospital,26935,50,50,0,0,0,0,0,100,100,1,"Symbiosis Infotech Campus, Hinjwadi PUNE Maharashtra",0,OK,"SCMHRD, Symbiosis Infotech Campus, Plot No. 15, Rajiv Gandhi Infotech Park, MIDC, Hinjawadi Phase 1 Rd, Phase 1, Hinjewadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Maharashtra 411057, India",ChIJO30Jbqe7wjsRBV3w3kGfAKQ,GEOMETRIC_CENTER,18.5839266,73.7352649,,new_facilities_31may_geocoded,/home/asmita/Downloads/covid_github/Update_shpfile-master/covid/new_facilities_31may_geocoded.shp,,15th September 2020
1979,1979,Maharashtra,THANE,"Jondhale college
,shahapur",DCCC,Other than Hospital,26362,100,50,50,0,0,0,0,65,75,1,"Jondhale college
,shahapur THANE Maharashtra",0,OK,"Asangaon, Maharashtra 421601, India",ChIJvWW6ToKE5zsRWYBaMiC-vBQ,GEOMETRIC_CENTER,19.4460972,73.3140042,,new_facilities_31may_geocoded,/home/asmita/Downloads/covid_github/Update_shpfile-master/covid/new_facilities_31may_geocoded.shp,,15th September 2020
1989,1989,Maharashtra,BEED,"Samaj Kalyan
Ashramshala Antharwan pimpri",DCCC,Other than Hospital,26847,225,158,67,0,0,0,0,5,15,1,"Samaj Kalyan
Ashramshala Antharwan pimpri BEED Maharashtra",0,OK,"Kalyan, Maharashtra, India",ChIJb7exV_SW5zsRJr1FpDxG3zU,APPROXIMATE,19.2403305,73.1305395,,new_facilities_31may_geocoded,/home/asmita/Downloads/covid_github/Update_shpfile-master/covid/new_facilities_31may_geocoded.shp,,15th September 2020
1990,1990,Maharashtra,BEED,Samaj Kalyan Girls hostel Dharur,DCCC,Other than Hospital,26849,100,70,30,0,0,0,0,5,15,1,Samaj Kalyan Girls hostel Dharur BEED Maharashtra,0,OK,"MSH 2, Shriram Nagar, Kranti Nagar, Beed, Maharashtra 431122, India",ChIJ5-dsT9wqxTsREojbjMLLkFI,GEOMETRIC_CENTER,18.9909042,75.7526388,,new_facilities_31may_geocoded,/home/asmita/Downloads/covid_github/Update_shpfile-master/covid/new_facilities_31may_geocoded.shp,,15th September 2020
1992,1992,Maharashtra,PUNE,"Hariyana Stadium, Khadki",DCCC,Other than Hospital,23773,32,20,12,0,0,0,0,10,15,1,"Hariyana Stadium, Khadki PUNE Maharashtra",0,OK,"Haryana, India",ChIJC0BwhguwDTkRQ8GmqrSqLnM,APPROXIMATE,29.0587757,76.085601,,new_facilities_31may_geocoded,/home/asmita/Downloads/covid_github/Update_shpfile-master/covid/new_facilities_31may_geocoded.shp,,15th September 2020
1993,1993,Maharashtra,GADCHIROLI,Kasturba Balika School Bhamragad,DCCC,Other than Hospital,16546,150,75,75,0,0,0,0,17,15,1,Kasturba Balika School Bhamragad GADCHIROLI Maharashtra,0,OK,"Arewada Rd, Bhamragarh, Maharashtra 442710, India",ChIJlZlu2_33LToR8dIY6FQYEr4,GEOMETRIC_CENTER,19.4166236,80.5952113,,new_facilities_31may_geocoded,/home/asmita/Downloads/covid_github/Update_shpfile-master/covid/new_facilities_31may_geocoded.shp,,15th September 2020
1994,1994,Maharashtra,PUNE,"Balewadi Sport Complex, Mhalunge",DCCC,Other than Hospital,27067,300,150,150,0,0,0,0,105,125,1,"Balewadi Sport Complex, Mhalunge PUNE Maharashtra",0,OK,"Baner - Mahalunge Rd, National Games Park, Mahalunge, Pune, Maharashtra 411045, India",ChIJf-r7Nk65wjsRyQEzmOP6bxg,GEOMETRIC_CENTER,18.5737046,73.7618551,,new_facilities_31may_geocoded,/home/asmita/Downloads/covid_github/Update_shpfile-master/covid/new_facilities_31may_geocoded.shp,,15th September 2020
1996,1996,Maharashtra,PUNE,"Sumatibai Shaha
Ayurved College
,Hadapsar, Pune",DCCC,Hospital,26490,50,20,30,0,0,0,0,20,50,1,"Sumatibai Shaha
Ayurved College
,Hadapsar, Pune PUNE Maharashtra",0,OK,"Survey No. 165-A, Malwadi, Hadapsar, Malwadi, Hadapsar, Pune, Maharashtra 411028, India",ChIJJwZ4kXTCwjsR9S4GQ-Eeigo,GEOMETRIC_CENTER,18.5036015,73.9385878,,new_facilities_31may_geocoded,/home/asmita/Downloads/covid_github/Update_shpfile-master/covid/new_facilities_31may_geocoded.shp,,15th September 2020
2005,2005,Maharashtra,JALGAON,M. G. College Hostel Yawal road Chopda,DCCC,Other than Hospital,26916,205,205,0,0,0,0,0,20,20,1,M. G. College Hostel Yawal road Chopda JALGAON Maharashtra,0,OK,"Narayan Wadi, Jalgaon, SH-4, Shirpur Chopda Highway, Jalgaon, Jalgaon, Maharashtra 425107, India",ChIJD_VDrgnf2DsRT61cz6kIFdU,GEOMETRIC_CENTER,21.236744,75.2923751,,new_facilities_31may_geocoded,/home/asmita/Downloads/covid_github/Update_shpfile-master/covid/new_facilities_31may_geocoded.shp,,15th September 2020
