id,sno,state,district,factly_nam,category,type,facility_i,iso_minus_,iso_confm_,iso_suspec,o2suported,total_icu,ventilator,o2_manifol,ppe,n95,bio_med_wa,address,result_num,status,formatted_,place_id,location_t,lat,long,row_number,layer,path,faclty_nam,date
450,450,Maharashtra,PUNE,"Colambia Asia Hospital, PMC",DCHC,Private Hospitals,21566,68,41,27,37,10,5,1,10,15,1,"Colambia Asia Hospital, PMC PUNE Maharashtra",,,,ChIJfwlxH37BwjsROeG41SeLErg,,18.5410689,73.9356306,657,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
451,451,Maharashtra,PUNE,"Criticare Hospital, Chakan",DCHC,Private Hospitals,17978,90,25,65,25,10,2,0,5,10,1,"Criticare Hospital, Chakan PUNE Maharashtra",,,,ChIJC1fPk_PJwjsRh7j5iRBLsUA,,18.750506,73.8655766,658,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
452,452,Maharashtra,PUNE,Jijamata Hospital Pimpri,DCHC,Govt Hospitals,21885,80,20,60,25,10,3,1,25,15,1,Jijamata Hospital Pimpri PUNE Maharashtra,,,,ChIJfTkVyPu5wjsR1dDjAJMkzTM,,18.6188791,73.8026531,659,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
453,453,Maharashtra,PUNE,"Imax Hospital, Wagholi",DCHC,Private Hospitals,18667,90,25,65,20,10,2,1,5,5,1,"Imax Hospital, Wagholi PUNE Maharashtra",,,,ChIJnbDu0H7DwjsRfD8nd3bwwqg,,18.5829545,73.9864729,660,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
454,454,Maharashtra,PUNE,"Jahangir Hospital, PMC",DCHC,Private Hospitals,21404,217,184,33,184,53,23,1,15,25,1,"Jahangir Hospital, PMC PUNE Maharashtra",,,,ChIJg5LSFljAwjsRE-EkJ0XDmP4,,18.530471,73.8766357,661,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
455,455,Maharashtra,PUNE,"Chintamani Hospital, Saswad",DCHC,Private Hospitals,17976,62,15,47,20,8,2,0,10,15,1,"Chintamani Hospital, Saswad PUNE Maharashtra",,,,ChIJBda-qofvwjsRIe_K8LC0oD8,,18.3514961,74.0271449,662,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
456,456,Maharashtra,PUNE,"New Bhosari Hospital, PCMC",DCHC,Govt Hospitals,11378,60,30,30,10,0,0,1,47,30,1,"New Bhosari Hospital, PCMC PUNE Maharashtra",,,,ChIJAQAAAIzHwjsRHM8_wZRV7b8,,18.6203372,73.847912,663,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
2086,2086,Maharashtra,GONDIA,"Sahyog Hospital
 Gondia",DCH,"Private
 Hospitals",29463,53,20,33,53,13,3,1,200,450,1,"Sahyog Hospital
 Gondia GONDIA Maharashtra",0,OK,"Laxmi Nagar, Gondia, Maharashtra 441614, India",ChIJCRU6LKiuKzoRwurUVvs1WfQ,GEOMETRIC_CENTER,21.4722863,80.1961636,,,,,15th September 2020
457,457,Maharashtra,PUNE,Ruby Hall Clinic PMC,DCHC,Private Hospitals,21394,384,230,154,192,94,20,1,15,25,1,Ruby Hall Clinic PMC PUNE Maharashtra,,,,ChIJFS5RJ_jAwjsRB5zk2s6LU0c,,18.5333826,73.8770173,664,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
458,458,Maharashtra,PUNE,"Shlok Hospital, Khedshivapur",DCHC,Private Hospitals,18669,43,10,33,13,8,2,0,5,5,1,"Shlok Hospital, Khedshivapur PUNE Maharashtra",,,,ChIJuzwm-NbswjsRMQde9jvUmnM,,18.3479714,73.849931,665,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
459,459,Maharashtra,RAIGAD,RH Murud,DCHC,Govt Hospitals,18031,30,25,5,14,0,0,0,88,345,1,RH Murud RAIGAD Maharashtra,,,,ChIJi37w7szA6TsRllr_Aa7HuRs,,17.7770931,73.1187327,666,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
460,460,Maharashtra,RAIGAD,"Raigad Hospital, Karjat",DCHC,Private Hospitals,18119,95,80,15,25,5,0,0,50,150,1,"Raigad Hospital, Karjat RAIGAD Maharashtra",,,,ChIJFSgNZGH65zsRjCCAZUjTl3g,,18.9715092,73.3276717,667,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
461,461,Maharashtra,RAIGAD,"RCF Hospital, Alibag",DCHC,Private Hospitals,18066,27,25,2,8,3,0,0,35,65,1,"RCF Hospital, Alibag RAIGAD Maharashtra",,,,ChIJKXc0Wg166DsRygQHY45FY8c,,18.6502151,72.8874545,668,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
462,462,Maharashtra,RAIGAD,"DH, Alibag",DCHC,Govt Hospitals,19016,20,20,0,15,10,9,0,1090,3870,1,"DH, Alibag RAIGAD Maharashtra",,,,ChIJa_kmmDt66DsRgYv2gFZOY6k,,18.6583989,72.8773346,669,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
463,463,Maharashtra,RAIGAD,"Care Point Hospital, Bokadvira Uran",DCHC,Private Hospitals,19015,40,30,0,10,0,0,0,57,190,1,"Care Point Hospital, Bokadvira Uran RAIGAD Maharashtra",,,,ChIJgaHY48fb5zsRqk8pwb4gMb4,,18.8847022,72.9581162,671,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
464,464,Maharashtra,RAIGAD,SDH Roha,DCHC,Govt Hospitals,18660,50,25,25,10,0,0,0,160,450,1,SDH Roha RAIGAD Maharashtra,,,,ChIJFYqAqj4V6DsRvBwdyRVpJgQ,,18.4342115,73.1181255,672,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
465,465,Maharashtra,RAIGAD,"Matheran
Nagarparishad Hospital",DCHC,Govt Hospitals,19101,2,0,2,1,0,0,0,125,200,1,"Matheran
Nagarparishad Hospital RAIGAD Maharashtra",,,,ChIJm1b5albl5zsR5geKJJbeulY,,18.9886587,73.271179,673,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
466,466,Maharashtra,RAIGAD,"Ambani Hospital, Lodhiwali Karjat",DCHC,Private Hospitals,19014,44,44,0,4,8,1,0,95,70,1,"Ambani Hospital, Lodhiwali Karjat RAIGAD Maharashtra",,,,ChIJYVl1xZDl5zsRcrM8994mvg0,,18.9009764,73.2151883,674,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
467,467,Maharashtra,RAIGAD,"JNPT Hospital, Uran",DCHC,Private Hospitals,17939,66,60,6,15,4,0,0,35,70,1,"JNPT Hospital, Uran RAIGAD Maharashtra",,,,ChIJK-nmiZnb5zsR4S6vyvTHFMc,,18.9012293,72.9753984,675,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
468,468,Maharashtra,RAIGAD,RH Jaswali,DCHC,Govt Hospitals,18050,20,15,5,5,0,0,0,50,115,1,RH Jaswali RAIGAD Maharashtra,,,,ChIJM_55KedK6DsRruybAsL7FpU,,18.0688249,73.0479067,676,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
469,469,Maharashtra,RATNAGIRI,SUB DISTRICT HOSPITAL KAMTHE,DCHC,Govt Hospitals,17458,20,10,10,5,0,1,1,119,208,1,SUB DISTRICT HOSPITAL KAMTHE RATNAGIRI Maharashtra,,,,ChIJ18T_jqsHwjsRNoLvDqsaap4,,17.493727,73.5083969,679,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
470,470,Maharashtra,SANGLI,SDH K.Mahankal,DCHC,Govt Hospitals,17654,45,20,25,5,5,0,1,50,200,1,SDH K.Mahankal SANGLI Maharashtra,,,,ChIJx1gDP9U2wTsRq0Ppye7wl94,,17.0089686,74.8653331,682,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
471,471,Maharashtra,SANGLI,Tatyasaheb Ghadage Hospital Sangli,DCHC,"Private
Medical College",19308,60,50,10,20,15,5,1,100,200,1,Tatyasaheb Ghadage Hospital Sangli SANGLI Maharashtra,,,,ChIJ-5ZVxRYYwTsRFDWATumWX2c,,16.8712454,74.5748825,683,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
472,472,Maharashtra,SANGLI,Arali Hospital Jath,DCHC,Private Hospitals,17652,36,30,6,36,14,2,1,350,100,1,Arali Hospital Jath SANGLI Maharashtra,,,,ChIJwQI1U-vGxjsRhr4XmrIzDgQ,,17.0498319,75.2192014,687,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
473,473,Maharashtra,SANGLI,"Shri Seva
Multispeciality Hospital Atpadi",DCHC,Private Hospitals,18741,42,30,12,30,8,2,1,50,100,1,"Shri Seva
Multispeciality Hospital Atpadi SANGLI Maharashtra",,,,ChIJAQAAQGltwTsRemo2IlF2A-8,,17.0854162,74.421785,692,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
474,474,Maharashtra,SANGLI,"Sai Multispeciality hospital, islampur",DCHC,Private Hospitals,17821,20,20,0,36,16,4,1,500,1000,1,"Sai Multispeciality hospital, islampur SANGLI Maharashtra",,,,ChIJ7ccVmyt1wTsRJSpuYoJ6SGI,,17.0481628,74.2598004,694,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
475,475,Maharashtra,SANGLI,OM Shree Hospital Vita,DCHC,Private Hospitals,17688,32,28,4,12,13,2,1,50,100,1,OM Shree Hospital Vita SANGLI Maharashtra,,,,ChIJlcGNzU5mwTsR9AX8NGfgIdY,,17.2800744,74.5383119,697,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
476,476,Maharashtra,SANGLI,"Life Care Multi
Speciality Hospital Tasgaon",DCHC,Private Hospitals,17665,21,11,10,30,9,4,1,50,200,1,"Life Care Multi
Speciality Hospital Tasgaon SANGLI Maharashtra",,,,ChIJ-3h4r3o_wTsRD2_qkIIEkuc,,17.0337017,74.6050491,703,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
477,477,Maharashtra,SANGLI,"Vivekanand Hospital
Bamnoli Taluka - Miraj",DCHC,Private Hospitals,16021,40,10,30,10,10,2,1,20,50,1,"Vivekanand Hospital
Bamnoli Taluka - Miraj SANGLI Maharashtra",,,,ChIJ2wEQR8QiwTsR28-tTXRzQdo,,16.8748136,74.6240651,708,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
478,478,Maharashtra,SANGLI,"Seva Sadan Multi
Speciality Hospital Miraj",DCHC,Private Hospitals,17657,45,45,0,0,15,2,1,50,150,1,"Seva Sadan Multi
Speciality Hospital Miraj SANGLI Maharashtra",,,,ChIJpaS_5VAiwTsR49UQm1oLq-k,,16.8369116,74.6305816,729,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
479,479,Maharashtra,SANGLI,Mayuresh Hospital Taluka - Jath,DCHC,Private Hospitals,17871,14,14,0,11,8,2,1,50,100,1,Mayuresh Hospital Taluka - Jath SANGLI Maharashtra,,,,ChIJLYR4ppTGxjsR1u1XaazfkyQ,,17.0499959,75.2135009,731,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
480,480,Maharashtra,SANGLI,SDH Islampur Taluka - Walwa,DCHC,Govt Hospitals,17676,45,20,25,5,5,5,1,50,200,1,SDH Islampur Taluka - Walwa SANGLI Maharashtra,,,,ChIJJ0Q7LxcNwTsRhSaef7z0mDY,,17.0265067,74.3743435,732,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
481,481,Maharashtra,SATARA,"Shrirang Gosavi
Nursing Home
Koregoan",DCHC,Private Hospitals,17673,4,4,0,4,4,1,1,10,10,1,"Shrirang Gosavi
Nursing Home
Koregoan SATARA Maharashtra",,,,ChIJ27eTqEI0wjsRbOJ2u1MYF-A,,17.7037801,74.1585685,735,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
482,482,Maharashtra,SATARA,SDH Karad,DCHC,Govt Hospitals,14046,30,30,0,30,0,5,1,150,100,1,SDH Karad SATARA Maharashtra,,,,ChIJrTt1DEWCwTsRyoZ4rhk7SbM,,17.277693,74.1843535,740,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
483,483,Maharashtra,SATARA,"Babar Hospital and ICU, Wai",DCHC,Private Hospitals,17709,15,5,10,8,10,1,0,4,10,1,"Babar Hospital and ICU, Wai SATARA Maharashtra",,,,ChIJd6eH-iZdwjsRTP8ZowDxOZU,,17.9487701,73.8853072,742,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
484,484,Maharashtra,SATARA,"Sai Hospital, Phaltan",DCHC,Private Hospitals,19838,10,10,0,5,5,1,0,5,5,1,"Sai Hospital, Phaltan SATARA Maharashtra",,,,ChIJL-4T8TOlwzsRVGEUMYGURR0,,17.9843193,74.43546,749,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
485,485,Maharashtra,SATARA,Medical College Mayani Khatav,DCHC,"Private
Medical College",18109,45,45,0,10,10,7,0,75,97,1,Medical College Mayani Khatav SATARA Maharashtra,,,,ChIJX2jBnStgwTsRKNBrdO8_pTc,,17.4312145,74.5493656,750,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
486,486,Maharashtra,SATARA,"Sanchit Hospital, Wai",DCHC,Private Hospitals,17649,25,22,3,12,8,5,1,225,20,1,"Sanchit Hospital, Wai SATARA Maharashtra",,,,ChIJL0S0BCFdwjsRWXBNF-4Go70,,17.9531933,73.8855658,751,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
487,487,Maharashtra,SATARA,Geetanjali Hospital Wai,DCHC,Private Hospitals,17646,30,25,5,13,5,1,1,180,30,1,Geetanjali Hospital Wai SATARA Maharashtra,,,,ChIJ157h8iZdwjsRRGJ5XWXiAtA,,17.9485822,73.8846727,754,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
488,488,Maharashtra,SATARA,Lifeline Hospital Phaltan,DCHC,Private Hospitals,17731,6,6,0,0,5,0,1,25,12,1,Lifeline Hospital Phaltan SATARA Maharashtra,,,,ChIJx1xzSTalwzsRCQz6RPom8Ug,,17.9873353,74.4307453,758,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
489,489,Maharashtra,SATARA,"Sharda Clinic Hospital, Karad",DCHC,Private Hospitals,17639,46,46,0,30,15,7,1,70,30,1,"Sharda Clinic Hospital, Karad SATARA Maharashtra",,,,ChIJF1QFRUeCwTsRP_kkAGySgqE,,17.2913449,74.1877116,765,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
490,490,Maharashtra,SATARA,SDH koregaon (New building),DCHC,Govt Hospitals,15872,30,30,0,24,0,1,0,250,200,1,SDH koregaon (New building) SATARA Maharashtra,,,,ChIJYQfeQ100wjsRS1Q-1Pg0e8E,,17.7038627,74.1606328,767,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
491,491,Maharashtra,SATARA,shri hospital karad,DCHC,Private Hospitals,17679,31,25,6,9,9,7,1,10,14,1,shri hospital karad SATARA Maharashtra,,,,ChIJxxtFNEeCwTsRHUuNYi28QLg,,17.2905944,74.1883007,768,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
492,492,Maharashtra,SATARA,Karad Hospital Karad,DCHC,Private Hospitals,17636,34,34,0,34,6,4,1,10,10,1,Karad Hospital Karad SATARA Maharashtra,,,,ChIJp5EdEuODwTsRGeCWCOb8Kuc,,17.2758805,74.1791651,770,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
493,493,Maharashtra,SINDHUDURG,"Nursing College, Oros",DCHC,Govt Hospitals,14932,44,14,30,20,1,1,0,5,20,1,"Nursing College, Oros SINDHUDURG Maharashtra",,,,ChIJ-7uuxsQPwDsRJIbvUx8qt-o,,16.0811105,73.7003496,771,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
494,494,Maharashtra,SINDHUDURG,SSPM Medical College Padave,DCHC,"Private
Medical College",14896,90,30,60,20,10,4,0,10,28,1,SSPM Medical College Padave SINDHUDURG Maharashtra,,,,ChIJq8UPQ_EQwDsReZ7OjYm-fWw,,16.1379299,73.6839294,772,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
495,495,Maharashtra,SINDHUDURG,SDH Shiroda,DCHC,Govt Hospitals,14945,19,15,4,5,1,1,0,45,42,1,SDH Shiroda SINDHUDURG Maharashtra,,,,ChIJMcROp_PwvzsRGhPO-kee6Do,,15.7739227,73.6801744,773,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
496,496,Maharashtra,SINDHUDURG,SDH Sawantwadi,DCHC,Govt Hospitals,11393,20,10,10,10,4,1,0,20,50,1,SDH Sawantwadi SINDHUDURG Maharashtra,,,,ChIJMcROp_PwvzsRGhPO-kee6Do,,15.7739227,73.6801744,774,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
2089,2089,Maharashtra,THANE,"KDMC LALCHOWKI
 BOT KALYAN",DCH,"Govt
 Hospitals",28625,40,40,0,10,10,2,1,50,100,1,"KDMC LALCHOWKI
 BOT KALYAN THANE Maharashtra",0,OK,"Vijay Nagar, Kalyan, Maharashtra 421306, India",ChIJdyRrdEqU5zsRYbpRVcyl9Wo,GEOMETRIC_CENTER,19.2246375,73.1390136,,,,,15th September 2020
497,497,Maharashtra,SINDHUDURG,"Eye Hospital, Oros",DCHC,Govt Hospitals,14935,19,19,0,10,1,1,0,180,87,1,"Eye Hospital, Oros SINDHUDURG Maharashtra",,,,ChIJe0BlcE8QwDsRkATE6pZH0Xo,,16.1166712,73.6897247,775,Refactored,"Point?crs=EPSG:4326&field=fid:string(254,0)&field=sno:string(254,0)&field=state:string(254,0)&field=district:string(254,0)&field=faclty_nam:string(254,0)&field=type:string(254,0)&field=Facility_i:string(254,0)&field=iso_minus_:string(254,0)&field=iso_con",,15th September 2020
