FID,the_geom,fid,census_201,state_code,state_name,district_c,district_n,sub_distri,sub_dist_1,town_code,town_name,tot_hh,tot_pop,tot_mpop,tot_f_pop,tot_sc_pop,tot_sc_mpo,tot_sc_fpo,tot_st_pop,tot_st_mpo,tot_st_fpo,ref_year,class,civic_stat,taluka_nam,cd_block_n,area,no_hh_hl_h,sc_pop_201,st_pop_201,pop_1901,growth_rat,pop_1911,growth_r_1,pop_1921,growth_r_2,pop_1931,growth_r_3,pop_1941,growth_r_4,pop_1951,growth_r_5,pop_1961,growth_r_6,pop_1971,growth_r_7,pop_1981,growth_r_8,pop_1991,growth_r_9,pop_2001,growth_r10,pop_2011,growth_r11,density_20,sex_ratio_,sex_rati_1,sex_rati_2,rainfall,max_tem_ce,min_tem_ce,state_h_na,state_h_q_,district_h,district_1,sub_taluka,sub_taluk_,ncity_p_1l,ncity_p__1,ncity_p_5l,ncity_p__2,railway_na,rail_stn_r,bus_name,bus_route_,pucca_road,kutcha_roa,drainge_sy,latrines_p,latrines_f,latrines_s,latrines_o,water_sup_,sys_storag,capacity_s,water_su_1,sys_stor_1,capacity_1,water_su_2,sys_stor_2,capacity_2,water_su_3,sys_stor_3,capacity_3,water_su_4,sys_stor_4,capacity_4,fire_fight,nearest_fi,nearest__1,ele_domc_n,ele_indust,ele_commer,ele_road_l,ele_others,hospital_n,hospital_b,hospital_d,hospital_1,hospital_p,hospital_2,hospital_3,hospital_a,hospital_4,hospital_5,hospital_6,hospital_7,hospital_8,hospital_9,dispensary,dispensa_1,dispensa_2,disp_healt,disp_hea_1,disp_hea_2,dispensa_3,family_wel,family_w_1,family_w_2,family_w_3,family_w_4,family_w_5,family_w_6,maternity_,maternit_1,maternit_2,mat_child_,mat_welfar,mat_welf_1,mat_welf_2,maternit_3,maternit_4,maternit_5,maternit_6,maternit_7,maternit_8,maternit_9,tb_hospita,tb_hospi_1,tb_hospi_2,tb_hospi_3,tb_hospi_4,tb_hospi_5,tb_hospi_6,nursing_ho,nursing_h_,nursing__1,nursing__2,nursing__3,nursing__4,nursing__5,veterinary,veterina_1,veterina_2,veterina_3,veterina_4,veterina_5,veterina_6,mobile_hea,mobile_h_1,mobile_h_2,mobile_h_3,mobile_h_4,mobile_h_5,mobile_h_6,others,others_bed,other_doc_,oyther_doc,others_par,others_p_1,others_nea,non_govern,non_gove_1,non_gove_2,non_gov_me,govt_prima,govt_pri_1,private_pr,private__1,ps_nearest,ps_neare_1,ps_neare_2,govt_middl,govt_mid_1,private_mi,private__2,pm_nearest,pm_neare_1,pm_neare_2,govt_secon,govt_sec_1,private_se,private__3,psec_neare,psec_nea_1,psec_nea_2,govt_senio,govt_sen_1,private__4,private__5,psen_neare,psen_nea_1,psen_nea_2,gov_deg_co,govt_degre,private_de,private__6,pdc_neares,pdc_near_1,pdc_near_2,govt_deg_1,govt_deg_2,private__7,private__8,pdcs_neare,pdcs_nea_1,pdcs_nea_2,govt_deg_c,govt_deg_3,private__9,private_10,pdcc_neare,pdcc_nea_1,pdcc_nea_2,govt_deg_4,govt_deg_5,private_11,private_12,pdas_neare,pdas_nea_1,pdas_nea_2,govt_deg_6,govt_deg_7,private_13,private_14,pdac_neare,pdac_nea_1,pdac_nea_2,govt_de_co,govt_deg_8,private_15,private_16,pdacs_near,pdacs_ne_1,pdacs_ne_2,govt_deg_9,gov_deg__1,private_17,name,dchb_ward,dp_ward,ward,id
TownCensus_maharashtra_1_00.1,"MULTIPOLYGON (((74.63780897274796 19.60905808321521, 74.63760303400005 19.609098651000068, 74.64070480765281 19.613998659177025, 74.64181811427501 19.615648002321034, 74.64194181501082 19.616513907471642, 74.64218921648242 19.61779214840825, 74.64231291721822 19.619070389344856, 74.64229230042892 19.61968889302386, 74.64253970190052 19.619730126602462, 74.64291080410791 19.62100836753907, 74.64324067273672 19.622080440582675, 74.64402411073013 19.623647316569485, 74.64427151220173 19.623977185198285, 74.64493124945933 19.624595688877292, 74.64616825681733 19.625420360449297, 74.64759081527906 19.6263274991785, 74.65146677166749 19.62851287884431, 74.65284294235327 19.628914906235664, 74.65544581200243 19.630079754831122, 74.65705907576516 19.630894118008477, 74.65744048636722 19.63107966911218, 74.65829608312318 19.63133737897843, 74.65873934409312 19.63128583700518, 74.66252767912702 19.626538821268827, 74.6633214255151 19.625734766486122, 74.66382653685295 19.62553890698777, 74.66450689089986 19.625219346753617, 74.66563050591671 19.62477093158634, 74.6659603745455 19.62453383850939, 74.66650671946196 19.62427612864314, 74.66749632534837 19.623812250883883, 74.66848130700004 19.62346866100006, 74.66788524700007 19.62181411800003, 74.66764874700004 19.621024231000035, 74.66733339500007 19.619917960000066, 74.66727952300005 19.619604743000025, 74.66692524700005 19.618133750000027, 74.66677044200003 19.61735267800003, 74.66653410300006 19.61624093300003, 74.66640974700005 19.61558844800004, 74.66625281700004 19.614352729000075, 74.66596091700006 19.61266438900003, 74.66576191500008 19.61186060700004, 74.66560971600006 19.61123518000005, 74.66523507800008 19.61020694900003, 74.66499879300005 19.609259138000027, 74.66457954900005 19.607749838000075, 74.66443866700007 19.60705190300007, 74.66433139600008 19.606480717000068, 74.66391852700008 19.604404377000037, 74.66292511800003 19.60464882200006, 74.66040057400005 19.605460093000033, 74.66011783400006 19.605567869000026, 74.65998741400006 19.605617583000026, 74.65966765300004 19.60573946900007, 74.65905089700004 19.60597456200003, 74.65846802700008 19.606196735000026, 74.65769426300005 19.606372143000044, 74.65670915700008 19.606522228000074, 74.65577206500006 19.606668703000025, 74.65542309600005 19.606718897000064, 74.65499369800006 19.606767009000066, 74.65453504000004 19.60684739100003, 74.65295413600006 19.60693118300003, 74.65149592600005 19.607038845000034, 74.65150844000004 19.607013817000052, 74.65149592600005 19.607038845000034, 74.65071769800005 19.60714000200005, 74.65066817900004 19.607145772000024, 74.64953284000006 19.607278070000064, 74.64850665400007 19.607403098000077, 74.64778277400006 19.607483844000058, 74.64771842300007 19.60749088400007, 74.64763739200004 19.607480188000068, 74.64736292000003 19.607487742000046, 74.64672688400003 19.607505247000063, 74.64603698300004 19.607520731000022, 74.64599326100006 19.607485541000074, 74.64569961700005 19.607497669000054, 74.64531490700006 19.60751355600007, 74.64523219800003 19.60748220100004, 74.64479776000007 19.60757925000007, 74.64361070600006 19.60786629200004, 74.64340247900003 19.607916643000067, 74.64263777400004 19.60808491800003, 74.64167384000007 19.608289644000024, 74.64083466300008 19.608478973000047, 74.64040125600008 19.608552711000073, 74.63903142200007 19.60882242200006, 74.63818399100006 19.608984208000038, 74.63780897274796 19.60905808321521)))",1,802826,27,Maharashtra,522,AHMADNAGAR,04205,SHRIRAMPUR,802826,Shrirampur (M Cl),18104,89282,44842,44440,16688,8246,8442,1973,1005,968,2009,II,M Cl,SHRIRAMPUR,,9.02,18104,16688,1973,,,,,,,,,,,16311,,22802,39.8,39492,73.2,55491,40.5,71368,28.6,81255,13.9,89282,9.9,9898,957,965,991,575.4,42.3,7.6,GREATER MUMBAI,330,AHMADNAGAR,70,SHRIRAMPUR,0,AHMADNAGAR,70,AURANGABAD,86,SHRIRAMPUR,0,SHRIRAMPUR,0,73.8,16.2,1,0,11002,0,0,TT,SR,9300,,,,,,,,,,,,,Yes,,,18100,574,4460,3617,228,1,30,3,2,21,14,0,1,30,3,2,21,14,0,0,0,0,0,0,0,5,1,30,1,1,3,2,0,0,0,0,0,0,0,30,0,0,0,0,0,0,30,0,0,0,0,0,0,65,0,0,0,0,0,0,65,0,0,0,0,0,0,3,0,0,0,0,0,0,30,0,0,0,0,0,0,,20,20,0,97,1,18,1,7,,,,1,19,1,5,,,,1,10,1,13,,,,1,7,1,8,,,,2,0,2,0,,,,2,0,2,0,,,,2,0,2,0,,,,1,1,2,0,,,,1,1,2,0,,,,2,0,1,3,,,,2,0,1,,0,,,0
TownCensus_maharashtra_1_00.2,"MULTIPOLYGON (((74.49467962400007 19.74388630900006, 74.49402571100006 19.744010239000033, 74.49027935900006 19.744759247000047, 74.48836440900004 19.745147830000064, 74.48600910500005 19.745561789000078, 74.48582685300005 19.74562621900003, 74.48278510700004 19.746016604000033, 74.48269296200004 19.74604039600007, 74.48263316400005 19.745843913000044, 74.47824106400003 19.746284975000037, 74.47683710100006 19.746469155000057, 74.47411536300007 19.747004876000062, 74.47213297900004 19.747359010000025, 74.46779482100004 19.74826211800007, 74.46541806400006 19.748692575000064, 74.46537003500003 19.74895047800004, 74.46537371400007 19.749151763000043, 74.46538441300004 19.74973717200004, 74.46485512800007 19.751573024000038, 74.46483548200007 19.751810571000078, 74.46411930100004 19.753388312000027, 74.46366463000004 19.75408403600005, 74.45916058400007 19.75986937400006, 74.45838031900007 19.760529637000047, 74.45834435800003 19.76069233900006, 74.45831522100008 19.76236087500007, 74.45866972800007 19.765196866000053, 74.45873604400003 19.76526056800003, 74.45916488200004 19.766283990000034, 74.46133247100005 19.766742472000033, 74.46189838600003 19.766836493000028, 74.46243444900006 19.766967177000026, 74.46274391900005 19.76705074000006, 74.46362425100006 19.767373634000023, 74.46545715700006 19.767791025000065, 74.46654459400008 19.768024297000068, 74.46968566000004 19.768758630000036, 74.47064418100007 19.769072976000075, 74.47306801000008 19.77007331300007, 74.47511504400006 19.770882181000047, 74.47533121000004 19.771104494000042, 74.47608305400007 19.77138597000004, 74.47668117700005 19.771544110000036, 74.47804508900003 19.771982899000022, 74.47810833900007 19.771645096000043, 74.47911074900003 19.772154861000047, 74.48038550000007 19.772716071000048, 74.48247876800008 19.77371378500004, 74.48400007200007 19.775041671000054, 74.48500311100008 19.775545950000037, 74.48544648800004 19.77576461800004, 74.48584024000007 19.77588027400003, 74.48636628200006 19.775914100000023, 74.48755433100007 19.77600840100007, 74.48773843300006 19.77601183300004, 74.48947231500006 19.775936228000035, 74.49033338300006 19.775807585000052, 74.49380292000006 19.775343057000043, 74.49505930800007 19.775176000000044, 74.49558335600005 19.77502533200004, 74.49710214100008 19.774566849000053, 74.49728242800006 19.77455750000007, 74.50026309000003 19.773554385000068, 74.50024130100007 19.773370486000033, 74.50035265500003 19.771707863000074, 74.50048471400004 19.769263348000038, 74.50094528800008 19.767502700000023, 74.50110644600005 19.766831972000034, 74.50108997300003 19.766472816000032, 74.50151877000008 19.764418943000067, 74.50159242400008 19.76429010800007, 74.50196446900003 19.76246715800005, 74.50202349900007 19.761198603000025, 74.50207229900008 19.761020338000037, 74.50216610300004 19.759567222000044, 74.50221514600008 19.75940306600006, 74.50221189200005 19.75722617400004, 74.50235772900004 19.757218801000022, 74.50310751300003 19.756989658000066, 74.50366514400008 19.75686932800005, 74.50409914200003 19.75675497700007, 74.50612587100005 19.756215590000068, 74.50733167600004 19.75577743200006, 74.50884068700003 19.75529185000005, 74.50983517800006 19.75484944300007, 74.51224033000005 19.753738113000054, 74.51250574700003 19.753579055000046, 74.51324333300005 19.75341155800004, 74.5115412058782 19.752309004760537, 74.51027986003544 19.751686315040697, 74.50966675015745 19.75130312136695, 74.50906641340191 19.75075387710124, 74.50868321972816 19.750051355366033, 74.50810842921753 19.748901774344787, 74.50745699997216 19.748020428895163, 74.50680557072678 19.747535050241748, 74.50412960157179 19.74738177277225, 74.50269901185646 19.746500427322626, 74.50181766640684 19.745555216260712, 74.4964401818519 19.750268498447824, 74.49587816446373 19.746707990562573, 74.49467962400007 19.74388630900006)))",2,802824,27,Maharashtra,522,AHMADNAGAR,04204,RAHTA,802824,Shirdi (NP),7775,36004,18751,17253,7282,3731,3551,1299,653,646,2009,III,NP,RAHTA,,12.98,7775,7282,1299,,,,,,,,,,,,,,,,,,,15129,,26184,73.09999999999999,36004,37.5,2774,920,886,920,575.4,42.3,7.6,GREATER MUMBAI,290,AHMADNAGAR,90,RAHTA,5,AHMADNAGAR,90,NASHIK,90,SHIRDI,0,SHIRDI,0,72,0,2,0,3200,0,40,R/C,OHT,60200,,,,,,,,,,,,,Yes,,,4377,17,919,2255,30,2,250,2,2,13,12,0,0,0,0,0,0,0,25,5,0,1,1,4,4,0,1,10,1,1,3,3,0,1,10,1,1,3,3,0,0,0,0,0,0,0,53,0,0,0,0,0,0,53,0,0,0,0,0,0,53,1,0,1,1,2,2,0,0,0,0,0,0,0,53,0,0,0,0,0,0,,7,4,2,14,1,10,1,5,,,,1,8,1,3,,,,1,6,1,3,,,,1,5,1,1,,,,1,1,2,0,,,,2,0,2,0,,,,2,0,2,0,,,,2,0,2,0,,,,2,0,2,0,,,,1,1,2,0,,,,2,0,2,,0,,,0
TownCensus_maharashtra_1_00.3,"MULTIPOLYGON (((75.32512375900006 18.769973935000053, 75.32539387600008 18.770196759000044, 75.32562958300008 18.77033070300007, 75.32577065400005 18.770326855000064, 75.32615329100008 18.770206475000066, 75.32661763400006 18.770670386000063, 75.32674889800006 18.77076825300003, 75.32696365300006 18.77115995300005, 75.32704993100003 18.771265087000074, 75.32780452900005 18.772023347000072, 75.32787086200005 18.772090854000055, 75.32799067300004 18.77003714400007, 75.32818256800005 18.769959982000046, 75.32829325800003 18.76851413600002, 75.32823225900006 18.76845152800007, 75.32880908100003 18.765985725000064, 75.32775452800007 18.765570385000046, 75.32553998200007 18.764720496000052, 75.32518454800004 18.76437131800003, 75.32487597900007 18.76394611300003, 75.32485505200003 18.763819472000023, 75.32429971900007 18.762748997000074, 75.32422599200004 18.762572297000077, 75.32390407800006 18.762110353000025, 75.32350199700005 18.761666572000024, 75.32337007700005 18.761270324000066, 75.32336879900004 18.76071184700004, 75.32341107200006 18.760643455000036, 75.32304315100004 18.759500481000032, 75.32277789000005 18.75885515400006, 75.32257783500006 18.758617086000072, 75.32245906800006 18.75853201800004, 75.32162438100005 18.758232629000076, 75.32146268100007 18.75799087100006, 75.32132821200008 18.757457024000075, 75.32102241800004 18.756919582000023, 75.32113535500008 18.756830166000043, 75.32197896400004 18.75632787400008, 75.32195455500005 18.755624843000078, 75.32197061300008 18.755161471000065, 75.32203843300005 18.754425455000046, 75.32276671100004 18.75383146100006, 75.32294347000004 18.75368729300004, 75.32357761000003 18.753310800000065, 75.32338733200004 18.752882965000026, 75.32307201300006 18.752120217000027, 75.32253004500006 18.75130418400005, 75.32489992600006 18.750683236000043, 75.33146667700004 18.749332286000026, 75.33153019200006 18.74931027200006, 75.33184742100008 18.74948936000004, 75.33194883100003 18.74956483400007, 75.33225034300006 18.748087621000025, 75.33222488600006 18.748011852000047, 75.33226684300007 18.747235663000026, 75.33243728400004 18.74603647600003, 75.33246625800007 18.74582104600006, 75.33276466600006 18.745060188000025, 75.33117698200004 18.743989045000035, 75.33094772900006 18.743834375000063, 75.33110416000005 18.743488108000065, 75.33039874100007 18.743046401000072, 75.33059900700005 18.74230184700002, 75.33100162900007 18.741551995000066, 75.33151763000006 18.740795475000027, 75.33272614000003 18.738771030000066, 75.33422027900008 18.738555279000025, 75.33714759400004 18.739759883000033, 75.33740746600006 18.73997229500003, 75.33750802300005 18.73983626200004, 75.33801084800007 18.73679356200006, 75.33803714800007 18.73663778300005, 75.33818239800007 18.736705801000028, 75.33902692900006 18.73648334300003, 75.33937510100003 18.735964099000057, 75.33944671900008 18.735714984000026, 75.34003398400006 18.73560763000006, 75.34040476600006 18.734806572000025, 75.34061461800007 18.734802829000046, 75.34059307700005 18.734572370000024, 75.34060937200007 18.733462513000063, 75.34057829600005 18.73171234800003, 75.34058793700007 18.730412412000078, 75.34093783300005 18.730219628000043, 75.34093103200007 18.73002087200007, 75.34104032600004 18.728463350000027, 75.33878296500006 18.72872553900004, 75.33868565100005 18.728728428000068, 75.33840333700005 18.72861523100005, 75.33623160900004 18.728781653000055, 75.33377600000006 18.728635473000054, 75.33307230100007 18.72858610700007, 75.33299075800005 18.727368739000042, 75.33289784000004 18.727333636000026, 75.33289611100008 18.727280327000074, 75.32934431300004 18.72608171400003, 75.32924000200006 18.726134428000023, 75.32912277000008 18.726093347000074, 75.32915500400003 18.725555560000032, 75.33132763600008 18.724519231000045, 75.33125235300008 18.72427818600005, 75.33121228400006 18.724149891000025, 75.33109140600004 18.72394787500002, 75.33133501800006 18.72379230000007, 75.33207483800004 18.722294762000047, 75.33256891200006 18.72174241400006, 75.33293541700004 18.72125877600007, 75.33275823800005 18.719855594000023, 75.33235616800005 18.719714660000022, 75.33211943200007 18.719023809000078, 75.33061729800005 18.718901450000033, 75.32970320600003 18.718577792000076, 75.32892071100008 18.718334887000026, 75.32865459000004 18.71715229800003, 75.32858337700003 18.716363288000025, 75.32854520600006 18.715966722000076, 75.32809472500008 18.713578246000054, 75.32824402400007 18.71279462800004, 75.32785428700004 18.711865312000043, 75.32718169000003 18.711419582000076, 75.32712055800005 18.711311946000023, 75.32560343300008 18.71069334300006, 75.32427875200005 18.71072767000004, 75.32133469900003 18.71240533400004, 75.32127128200005 18.71245004800005, 75.31992388100008 18.712939378000044, 75.31914484700008 18.71305350600005, 75.31959109700006 18.709899122000024, 75.32004578600004 18.708836808000058, 75.32111369300003 18.705344456000034, 75.32088241600007 18.70490350500006, 75.32110670600008 18.70385496600005, 75.32133294600004 18.70387131900003, 75.32305949400006 18.703274747000023, 75.32646351800008 18.701833458000067, 75.32675483700007 18.701751975000036, 75.32714757000008 18.70169731200002, 75.32790105900006 18.701614852000034, 75.32957790900008 18.70130707900006, 75.32960826200008 18.70115581500005, 75.33020716700008 18.699480636000033, 75.33105513000004 18.697778365000033, 75.33017481500008 18.697469020000028, 75.32999164500006 18.696381345000077, 75.32987551500008 18.696039383000027, 75.32808657400005 18.696334180000065, 75.32662860800008 18.696589988000028, 75.32477096100007 18.69692681500004, 75.32409907900006 18.697040426000058, 75.32387843900005 18.697067083000036, 75.32346703400003 18.697131083000045, 75.32310161600003 18.697169706000068, 75.32191229100005 18.697337100000027, 75.32118822500007 18.697427712000035, 75.32085802200004 18.694564167000067, 75.31905340100008 18.69468838800003, 75.31915866700007 18.696257934000073, 75.31910232200005 18.69626599000003, 75.31954695800005 18.69854450500003, 75.31955306900005 18.700782829000048, 75.31729763400006 18.70084872800004, 75.31485553200008 18.700719090000064, 75.31320041400005 18.70089855300006, 75.31020998700006 18.701567646000058, 75.30900584400007 18.702651443000036, 75.30848648300008 18.702791182000055, 75.30808150400003 18.702940712000043, 75.30798939700003 18.702974720000043, 75.30783111700003 18.702977000000033, 75.30403059300005 18.701687828000047, 75.30117487700005 18.70273374800007, 75.30054379700005 18.703282371000057, 75.29774385500008 18.701409495000064, 75.29662021200005 18.701383648000046, 75.29598965300005 18.70076840100006, 75.29579352800005 18.700177112000063, 75.29595059300004 18.698838339000076, 75.29599871000005 18.698431559000028, 75.29610108000008 18.698127558000067, 75.29675177200005 18.696720723000055, 75.29596781800007 18.694590654000024, 75.29586953100005 18.694317238000053, 75.29113141100004 18.69680502800003, 75.28913338800004 18.69764705800003, 75.28855797400007 18.697991096000067, 75.28766341800008 18.698184579000042, 75.28723037400005 18.69824860500006, 75.28387512800003 18.698564117000046, 75.28381652400003 18.698539586000038, 75.28273240100003 18.69845612100005, 75.28256325700005 18.698470910000026, 75.28423949100005 18.700946834000035, 75.28509829700005 18.70193125700007, 75.28607461000007 18.70266739500005, 75.28673978400008 18.70606434000007, 75.28677838300007 18.706176922000054, 75.28683797400004 18.707214650000026, 75.28684984700004 18.70742140400006, 75.28678813400006 18.70878295500006, 75.28660199900008 18.709288325000045, 75.28635157600007 18.709483377000026, 75.28629042100005 18.710312859000055, 75.28627751800008 18.71040978600007, 75.28642421500007 18.711438868000073, 75.28666470400003 18.711750462000055, 75.28685313300008 18.712948933000064, 75.28681256700008 18.713668230000053, 75.28669398500006 18.71414555100006, 75.28614171700008 18.714998540000067, 75.28607040200006 18.715108047000058, 75.28533674400006 18.716720603000056, 75.28536933800007 18.71673686200006, 75.28510486000005 18.717667971000026, 75.28486762400007 18.718522876000065, 75.28467982200004 18.71905634600006, 75.28438836900006 18.719549706000066, 75.28400510300008 18.71999276400004, 75.28205242400009 18.723364721000053, 75.27933159700007 18.726774910000074, 75.27860092100008 18.72777472300004, 75.27812902500006 18.728292624000062, 75.27680425500006 18.729539596000052, 75.27886395825966 18.73323559635951, 75.27889435794661 18.733381033300486, 75.27939442134873 18.73432635288646, 75.27945795540512 18.73452456156388, 75.28085738542148 18.73706373079215, 75.2808481525339 18.737152962881204, 75.28329909431069 18.74121064799488, 75.28162044217933 18.741661437702625, 75.28228940508932 18.743892479024474, 75.2841681766597 18.745577160872795, 75.28554704531936 18.747223273048295, 75.28676676582552 18.749850487360078, 75.28749720175036 18.751799342018117, 75.28771403200005 18.752487572000064, 75.29147743000004 18.75122089000007, 75.29532490400004 18.750098138000055, 75.29874051100006 18.749288028000024, 75.29928997300004 18.74918625400005, 75.29947048500003 18.748423583000033, 75.29936257600008 18.747781729000053, 75.29955508300003 18.74681503100004, 75.29956111900003 18.746784725000055, 75.30210232800005 18.74659511400006, 75.30178454600008 18.74435874200003, 75.30144860600006 18.742493957000022, 75.30116007700008 18.740789265000046, 75.30343077500004 18.739948997000056, 75.30364570600005 18.741227856000023, 75.30370214400006 18.74136976500006, 75.30413763400003 18.743195119000063, 75.30429053000006 18.743732015000035, 75.30472781300006 18.74638545600004, 75.30603464700005 18.74632825900005, 75.30724217900007 18.742485400000078, 75.30827612000007 18.741749122000044, 75.30859582300008 18.741746895000063, 75.30854629700008 18.74445411000005, 75.30921758400007 18.74554514700003, 75.31048287000004 18.74732322500006, 75.31119399700003 18.74814527700005, 75.31122810900007 18.748655993000057, 75.31109188700003 18.749149483000053, 75.31095145900008 18.75087721500006, 75.31085297700008 18.75198922800007, 75.31034617500006 18.75502206400006, 75.31018831900008 18.755888441000025, 75.31010222500004 18.756130705000032, 75.31018739100006 18.759614430000056, 75.31019037800007 18.75982197700006, 75.31017563700004 18.759955732000037, 75.31262852100008 18.76044291100004, 75.31373288200007 18.760695834000046, 75.31380485600005 18.760727375000045, 75.31539868300007 18.761148560000038, 75.31561106700008 18.761173622000058, 75.31707739500007 18.76118228000007, 75.31745801900007 18.76327960900005, 75.31755504700004 18.76413582600003, 75.31772528700003 18.76412942500008, 75.31766137800008 18.764944959000047, 75.31768596900008 18.765268055000035, 75.31785093800005 18.76573449500006, 75.31834550900004 18.767132850000053, 75.31901604400008 18.767006605000063, 75.32081515300007 18.76697702000007, 75.32091423000008 18.76731445300004, 75.32146947600006 18.767578593000053, 75.32311453000005 18.768298436000066, 75.32340412000008 18.768539383000075, 75.32358974400006 18.768651626000064, 75.32392646100004 18.768926728000054, 75.32403689400007 18.768966488000046, 75.32417673200007 18.769120387000044, 75.32427239300006 18.769225666000068, 75.32473691000007 18.76957549800005, 75.32512375900006 18.769973935000053)))",3,558718,27,Maharashtra,522,AHMADNAGAR,04214,JAMKHED,558718,Jamkhed (CT),7175,34017,17397,16620,4007,2018,1989,870,444,426,2009,III,CT,JAMKHED,JAMKHED,29.52,7175,4007,870,,,,,,,,,,,,,,,,,,,,,27654,,34017,23,1152,,940,955,575.4,42.3,7.6,GREATER MUMBAI,350,AHMADNAGAR,77,JAMKHED,0,AHMADNAGAR,77,SOLAPUR,170,AHMADNAGAR,77,JAMKHED,0,77,0,1,15,1000,0,30,TU,OHT,300,,,,,,,,,,,,,No,AHMADNAGAR,77,6000,65,2000,1000,100,1,30,4,4,9,7,0,1,10,1,1,4,4,0,1,0,1,1,3,3,0,1,5,1,1,3,3,0,1,20,2,2,4,4,0,0,0,0,0,0,0,23,0,0,0,0,0,0,50,0,0,0,0,0,0,23,1,0,1,1,2,2,0,0,0,0,0,0,0,23,0,0,0,0,0,0,,50,10,0,50,1,12,1,3,,,,1,7,1,1,,,,1,5,2,0,,,,1,4,2,0,,,,2,0,2,0,,,,2,0,2,0,,,,2,0,2,0,,,,2,0,2,0,,,,2,0,2,0,,,,1,1,2,0,,,,2,0,2,,0,,,0
